instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
475.0,21-01-2011,1.0,19.0,False,5.0,1.0,0.12,0.1061,0.3,0.3284,3.0,93.0,96.0
476.0,21-01-2011,1.0,20.0,False,5.0,1.0,0.1,0.0758,0.33,0.4179,1.0,52.0,53.0
477.0,21-01-2011,1.0,21.0,False,5.0,1.0,0.08,0.0758,0.38,0.2836,0.0,41.0,41.0
478.0,21-01-2011,1.0,22.0,False,5.0,1.0,0.06,0.03034999999999996,0.41,0.3881,1.0,33.0,34.0
479.0,21-01-2011,1.0,23.0,False,5.0,1.0,0.06,0.0455,0.38,0.3284,0.0,27.0,27.0
480.0,22-01-2011,1.0,0.0,False,6.0,1.0,0.04000000000000002,0.03034999999999996,0.45,0.2537,0.0,13.0,13.0
481.0,22-01-2011,1.0,1.0,False,6.0,2.0,0.04000000000000002,0.03034999999999996,0.41,0.3881,3.0,9.0,12.0
482.0,22-01-2011,1.0,2.0,False,6.0,2.0,0.04000000000000002,0.03034999999999996,0.41,0.2537,0.0,11.0,11.0
483.0,22-01-2011,1.0,3.0,False,6.0,2.0,0.04000000000000002,0.03034999999999996,0.41,0.2836,1.0,6.0,7.0
484.0,22-01-2011,1.0,4.0,False,6.0,2.0,0.04000000000000002,0.03034999999999996,0.48,0.2985,0.0,3.0,3.0
485.0,22-01-2011,1.0,6.0,False,6.0,2.0,0.04000000000000002,0.03034999999999996,0.44,0.2239,0.0,2.0,2.0
486.0,22-01-2011,1.0,7.0,False,6.0,1.0,0.04000000000000002,0.03034999999999996,0.44,0.2836,0.0,8.0,8.0
487.0,22-01-2011,1.0,8.0,False,6.0,1.0,0.04000000000000002,0.03034999999999996,0.44,0.3284,1.0,26.0,27.0
488.0,22-01-2011,1.0,9.0,False,6.0,1.0,0.04000000000000002,0.03034999999999996,0.41,0.2537,3.0,37.0,40.0
489.0,22-01-2011,1.0,10.0,False,6.0,2.0,0.04000000000000002,0.0606,0.41,0.1642,3.0,50.0,53.0
490.0,22-01-2011,1.0,11.0,False,6.0,2.0,0.06,0.0758,0.38,0.1343,4.0,59.0,63.0
491.0,22-01-2011,1.0,12.0,False,6.0,2.0,0.06,0.1061,0.38,0.1045,10.0,60.0,70.0
492.0,22-01-2011,1.0,13.0,False,6.0,1.0,0.08,0.1667,0.35,0.0,12.0,72.0,84.0
493.0,22-01-2011,1.0,14.0,False,6.0,1.0,0.1,0.1364,0.33,0.1045,11.0,64.0,75.0
494.0,22-01-2011,1.0,15.0,False,6.0,1.0,0.12,0.1515,0.28,0.0,10.0,93.0,103.0
495.0,22-01-2011,1.0,16.0,False,6.0,1.0,0.12,0.1364,0.28,0.194,11.0,72.0,83.0
496.0,22-01-2011,1.0,17.0,False,6.0,1.0,0.12,0.197,0.28,0.0,8.0,59.0,67.0
497.0,22-01-2011,1.0,18.0,False,6.0,1.0,0.08,0.0909,0.35,0.194,0.0,54.0,54.0
498.0,22-01-2011,1.0,19.0,False,6.0,1.0,0.08,0.1061,0.35,0.1343,6.0,53.0,59.0
499.0,22-01-2011,1.0,20.0,False,6.0,1.0,0.06,0.0758,0.45,0.1642,1.0,44.0,45.0
500.0,22-01-2011,1.0,21.0,False,6.0,1.0,0.06,0.1061,0.41,0.0896,0.0,39.0,39.0
501.0,22-01-2011,1.0,22.0,False,6.0,1.0,0.06,0.1515,0.49,0.0,7.0,23.0,30.0
502.0,22-01-2011,1.0,23.0,False,6.0,1.0,0.04000000000000002,0.0758,0.57,0.1045,2.0,31.0,33.0
503.0,23-01-2011,1.0,0.0,False,0.0,1.0,0.04000000000000002,0.0758,0.57,0.1045,2.0,20.0,22.0
504.0,23-01-2011,1.0,1.0,False,0.0,1.0,0.04000000000000002,0.0758,0.57,0.1045,1.0,12.0,13.0
505.0,23-01-2011,1.0,2.0,False,0.0,1.0,0.04000000000000002,0.0606,0.62,0.1343,3.0,15.0,18.0
506.0,23-01-2011,1.0,3.0,False,0.0,1.0,0.04000000000000002,0.0606,0.62,0.1343,1.0,4.0,5.0
507.0,23-01-2011,1.0,5.0,False,0.0,2.0,0.04000000000000002,0.0758,0.57,0.1045,0.0,3.0,3.0
508.0,23-01-2011,1.0,6.0,False,0.0,2.0,0.04000000000000002,0.0758,0.57,0.1045,0.0,1.0,1.0
509.0,23-01-2011,1.0,7.0,False,0.0,1.0,0.08,0.1061,0.58,0.1642,1.0,1.0,2.0
510.0,23-01-2011,1.0,8.0,False,0.0,1.0,0.06,0.0758,0.62,0.1642,2.0,17.0,19.0
511.0,23-01-2011,1.0,9.0,False,0.0,1.0,0.1,0.0758,0.54,0.3582,3.0,25.0,28.0
512.0,23-01-2011,1.0,10.0,False,0.0,1.0,0.14,0.1061,0.46,0.3881,7.0,51.0,58.0
513.0,23-01-2011,1.0,11.0,False,0.0,1.0,0.14,0.1364,0.43,0.2239,15.0,77.0,99.0
514.0,23-01-2011,1.0,12.0,False,0.0,1.0,0.16,0.1212,0.37,0.4627,15.0,92.0,116.0
515.0,23-01-2011,1.0,13.0,False,0.0,1.0,0.14,0.1061,0.33,0.3881,12.0,75.0,87.0
516.0,23-01-2011,1.0,14.0,False,0.0,1.0,0.16,0.1364,0.28,0.3582,15.0,93.0,110.0
517.0,23-01-2011,1.0,15.0,False,0.0,1.0,0.16,0.1364,0.28,0.3582,13.0,64.0,77.0
518.0,23-01-2011,1.0,16.0,False,0.0,1.0,0.16,0.1364,0.26,0.3284,9.0,56.0,65.0
519.0,23-01-2011,1.0,17.0,False,0.0,1.0,0.14,0.1061,0.26,0.3881,5.0,50.0,55.0
520.0,23-01-2011,1.0,18.0,False,0.0,1.0,0.12,0.1212,0.3,0.2537,5.0,44.0,49.0
521.0,23-01-2011,1.0,19.0,False,0.0,1.0,0.12,0.1212,0.3,0.2836,5.0,45.0,50.0
522.0,23-01-2011,1.0,20.0,False,0.0,1.0,0.1,0.1061,0.36,0.2537,4.0,31.0,35.0
523.0,23-01-2011,1.0,21.0,False,0.0,1.0,0.1,0.1061,0.36,0.194,5.0,20.0,25.0
524.0,23-01-2011,1.0,22.0,False,0.0,1.0,0.08,0.0909,0.38,0.194,5.0,23.0,28.0
525.0,23-01-2011,1.0,23.0,False,0.0,1.0,0.06,0.0606,0.41,0.2239,4.0,17.0,21.0
526.0,24-01-2011,1.0,0.0,False,1.0,1.0,0.06,0.0606,0.41,0.194,0.0,7.0,7.0
527.0,24-01-2011,1.0,1.0,False,1.0,1.0,0.04000000000000002,0.0455,0.45,0.194,0.0,1.0,1.0
528.0,24-01-2011,1.0,3.0,False,1.0,1.0,0.04000000000000002,0.03034999999999996,0.45,0.2537,0.0,1.0,1.0
529.0,24-01-2011,1.0,4.0,False,1.0,1.0,0.04000000000000002,0.0606,0.48,0.1343,0.0,1.0,1.0
530.0,24-01-2011,1.0,5.0,False,1.0,1.0,0.04000000000000002,0.0606,0.48,0.1343,0.0,5.0,5.0
531.0,24-01-2011,1.0,6.0,False,1.0,1.0,0.04000000000000002,0.0758,0.48,0.0896,0.0,15.0,15.0
532.0,24-01-2011,1.0,7.0,False,1.0,1.0,0.04000000000000002,0.1212,0.48,0.0,5.0,79.0,84.0
533.0,24-01-2011,1.0,8.0,False,1.0,1.0,0.04000000000000002,0.1364,0.49,0.0,6.0,162.5,177.0
534.0,24-01-2011,1.0,9.0,False,1.0,1.0,0.06,0.1515,0.41,0.0,4.0,98.0,102.0
535.0,24-01-2011,1.0,10.0,False,1.0,1.0,0.1,0.1364,0.42,0.0,6.0,34.0,40.0
536.0,24-01-2011,1.0,11.0,False,1.0,1.0,0.1,0.1212,0.46,0.1343,3.0,43.0,46.0
537.0,24-01-2011,1.0,12.0,False,1.0,2.0,0.12,0.1364,0.42,0.194,11.0,52.0,63.0
538.0,24-01-2011,1.0,13.0,False,1.0,2.0,0.14,0.1364,0.43,0.2239,6.0,54.0,60.0
539.0,24-01-2011,1.0,14.0,False,1.0,2.0,0.14,0.1364,0.46,0.2239,2.0,43.0,45.0
540.0,24-01-2011,1.0,15.0,False,1.0,1.0,0.16,0.1667,0.4,0.1642,7.0,50.0,57.0
541.0,24-01-2011,1.0,16.0,False,1.0,1.0,0.16,0.1515,0.47,0.2537,4.0,66.0,70.0
542.0,24-01-2011,1.0,17.0,False,1.0,1.0,0.14,0.1212,0.5,0.2537,6.0,162.5,183.5
543.0,24-01-2011,1.0,18.0,False,1.0,1.0,0.14,0.1364,0.59,0.194,8.0,145.0,153.0
544.0,24-01-2011,1.0,19.0,False,1.0,1.0,0.14,0.1515,0.54,0.1642,5.0,101.0,106.0
545.0,24-01-2011,1.0,20.0,False,1.0,1.0,0.14,0.1364,0.59,0.194,1.0,80.0,81.0
546.0,24-01-2011,1.0,21.0,False,1.0,1.0,0.14,0.1515,0.63,0.1642,6.0,53.0,59.0
547.0,24-01-2011,1.0,22.0,False,1.0,2.0,0.14,0.1364,0.63,0.2239,3.0,32.0,35.0
548.0,24-01-2011,1.0,23.0,False,1.0,2.0,0.16,0.1515,0.64,0.2537,3.0,21.0,24.0
549.0,25-01-2011,1.0,0.0,False,2.0,2.0,0.16,0.1364,0.69,0.2836,3.0,6.0,9.0
550.0,25-01-2011,1.0,1.0,False,2.0,2.0,0.16,0.1667,0.69,0.1642,0.0,5.0,5.0
551.0,25-01-2011,1.0,2.0,False,2.0,1.0,0.16,0.1515,0.69,0.2239,0.0,2.0,2.0
552.0,25-01-2011,1.0,4.0,False,2.0,1.0,0.14,0.1667,0.74,0.1045,0.0,1.0,1.0
553.0,25-01-2011,1.0,5.0,False,2.0,1.0,0.14,0.1364,0.74,0.2239,0.0,9.0,9.0
554.0,25-01-2011,1.0,6.0,False,2.0,1.0,0.16,0.1818,0.74,0.1045,1.0,35.0,36.0
555.0,25-01-2011,1.0,7.0,False,2.0,1.0,0.16,0.1515,0.74,0.2239,5.0,103.0,108.0
556.0,25-01-2011,1.0,8.0,False,2.0,2.0,0.16,0.1818,0.74,0.1343,5.0,162.5,183.5
557.0,25-01-2011,1.0,9.0,False,2.0,2.0,0.2,0.2273,0.64,0.0896,10.0,134.0,144.0
558.0,25-01-2011,1.0,10.0,False,2.0,2.0,0.22,0.2424,0.6,0.1045,6.0,49.0,55.0
559.0,25-01-2011,1.0,11.0,False,2.0,2.0,0.24,0.2424,0.6,0.1343,6.0,55.0,61.0
560.0,25-01-2011,1.0,12.0,False,2.0,2.0,0.26,0.2879,0.56,0.0896,15.0,85.0,106.0
561.0,25-01-2011,1.0,13.0,False,2.0,2.0,0.26,0.2727,0.56,0.1343,15.0,72.0,93.0
562.0,25-01-2011,1.0,14.0,False,2.0,2.0,0.3,0.3333,0.45,0.0,11.0,57.0,68.0
563.0,25-01-2011,1.0,15.0,False,2.0,2.0,0.32,0.3485,0.42,0.0,15.0,63.0,84.0
564.0,25-01-2011,1.0,16.0,False,2.0,2.0,0.32,0.3485,0.42,0.0,14.0,102.0,116.0
565.0,25-01-2011,1.0,17.0,False,2.0,1.0,0.3,0.3333,0.45,0.0,14.0,162.5,183.5
566.0,25-01-2011,1.0,18.0,False,2.0,2.0,0.3,0.3182,0.49,0.0896,7.0,162.5,183.5
567.0,25-01-2011,1.0,19.0,False,2.0,2.0,0.26,0.2576,0.65,0.1642,13.0,133.0,146.0
568.0,25-01-2011,1.0,20.0,False,2.0,1.0,0.24,0.2273,0.65,0.194,15.0,103.0,119.0
569.0,25-01-2011,1.0,21.0,False,2.0,1.0,0.24,0.2273,0.65,0.194,5.0,40.0,45.0
570.0,25-01-2011,1.0,22.0,False,2.0,1.0,0.22,0.2273,0.64,0.1642,4.0,49.0,53.0
571.0,25-01-2011,1.0,23.0,False,2.0,2.0,0.22,0.2273,0.64,0.1642,3.0,37.0,40.0
572.0,26-01-2011,1.0,0.0,False,3.0,2.0,0.22,0.2273,0.69,0.1343,3.0,14.0,17.0
573.0,26-01-2011,1.0,1.0,False,3.0,2.0,0.24,0.2424,0.65,0.1343,0.0,5.0,5.0
574.0,26-01-2011,1.0,2.0,False,3.0,3.0,0.22,0.2273,0.69,0.194,3.0,7.0,10.0
575.0,26-01-2011,1.0,5.0,False,3.0,3.0,0.2,0.1818,0.86,0.2836,0.0,1.0,1.0
576.0,26-01-2011,1.0,6.0,False,3.0,3.0,0.2,0.1818,0.86,0.2836,0.0,8.0,8.0
577.0,26-01-2011,1.0,7.0,False,3.0,3.0,0.22,0.2121,0.87,0.2985,1.0,29.0,30.0
578.0,26-01-2011,1.0,8.0,False,3.0,3.0,0.22,0.2121,0.87,0.2985,3.0,69.0,72.0
579.0,26-01-2011,1.0,9.0,False,3.0,3.0,0.22,0.2121,0.87,0.2985,3.0,55.0,58.0
580.0,26-01-2011,1.0,10.0,False,3.0,3.0,0.22,0.2121,0.93,0.2836,2.0,26.0,28.0
581.0,26-01-2011,1.0,11.0,False,3.0,3.0,0.22,0.197,0.93,0.3284,6.0,35.0,41.0
582.0,26-01-2011,1.0,12.0,False,3.0,3.0,0.22,0.197,0.93,0.3284,7.0,41.0,48.0
583.0,26-01-2011,1.0,13.0,False,3.0,3.0,0.22,0.197,0.93,0.3284,4.0,43.0,47.0
584.0,26-01-2011,1.0,14.0,False,3.0,3.0,0.22,0.197,0.93,0.3582,0.0,36.0,36.0
585.0,26-01-2011,1.0,15.0,False,3.0,3.0,0.22,0.1818,0.93,0.4627,1.0,42.0,43.0
586.0,26-01-2011,1.0,16.0,False,3.0,3.5,0.22,0.197,0.93,0.3284,1.0,35.0,36.0
587.0,26-01-2011,1.0,17.0,False,3.0,3.0,0.2,0.1818,0.93,0.3582,0.0,26.0,26.0
588.0,27-01-2011,1.0,16.0,False,4.0,1.0,0.22,0.2273,0.55,0.194,1.0,23.0,24.0
589.0,27-01-2011,1.0,17.0,False,4.0,1.0,0.22,0.2424,0.55,0.1045,2.0,82.0,84.0
590.0,27-01-2011,1.0,18.0,False,4.0,1.0,0.2,0.2273,0.69,0.0896,3.0,101.0,104.0
591.0,27-01-2011,1.0,19.0,False,4.0,1.0,0.2,0.2273,0.69,0.0896,3.0,76.0,79.0
592.0,27-01-2011,1.0,20.0,False,4.0,1.0,0.18,0.2121,0.74,0.0896,4.0,55.0,59.0
593.0,27-01-2011,1.0,21.0,False,4.0,1.0,0.18,0.2121,0.74,0.0896,2.0,36.0,38.0
594.0,27-01-2011,1.0,22.0,False,4.0,1.0,0.18,0.2121,0.74,0.0896,0.0,27.0,27.0
595.0,27-01-2011,1.0,23.0,False,4.0,1.0,0.18,0.197,0.8,0.1642,0.0,16.0,16.0
596.0,28-01-2011,1.0,0.0,False,5.0,2.0,0.2,0.2121,0.75,0.1343,0.0,9.0,9.0
597.0,28-01-2011,1.0,1.0,False,5.0,2.0,0.2,0.2121,0.75,0.1343,1.0,2.0,3.0
598.0,28-01-2011,1.0,2.0,False,5.0,2.0,0.2,0.2121,0.75,0.1642,0.0,2.0,2.0
599.0,28-01-2011,1.0,3.0,False,5.0,2.0,0.2,0.2273,0.75,0.1045,1.0,0.0,1.0
600.0,28-01-2011,1.0,5.0,False,5.0,2.0,0.18,0.2121,0.8,0.1045,0.0,4.0,4.0
601.0,28-01-2011,1.0,6.0,False,5.0,2.0,0.18,0.197,0.8,0.1343,0.0,16.0,16.0
602.0,28-01-2011,1.0,7.0,False,5.0,2.0,0.16,0.197,0.86,0.0896,2.0,58.0,60.0
603.0,28-01-2011,1.0,8.0,False,5.0,2.0,0.16,0.197,0.86,0.0896,2.0,155.0,157.0
604.0,28-01-2011,1.0,9.0,False,5.0,3.0,0.18,0.2121,0.86,0.0896,6.0,95.0,101.0
605.0,28-01-2011,1.0,10.0,False,5.0,3.0,0.18,0.2121,0.86,0.1045,0.0,49.0,49.0
606.0,28-01-2011,1.0,11.0,False,5.0,3.0,0.18,0.2121,0.93,0.1045,0.0,30.0,30.0
607.0,28-01-2011,1.0,12.0,False,5.0,3.0,0.18,0.2121,0.93,0.1045,1.0,28.0,29.0
608.0,28-01-2011,1.0,13.0,False,5.0,3.0,0.18,0.2121,0.93,0.1045,0.0,31.0,31.0
609.0,28-01-2011,1.0,14.0,False,5.0,3.0,0.22,0.2727,0.8,0.0,2.0,36.0,38.0
610.0,28-01-2011,1.0,15.0,False,5.0,2.0,0.2,0.2576,0.86,0.0,1.0,40.0,41.0
611.0,28-01-2011,1.0,16.0,False,5.0,1.0,0.22,0.2727,0.8,0.0,10.0,70.0,80.0
612.0,28-01-2011,1.0,17.0,False,5.0,1.0,0.24,0.2424,0.75,0.1343,2.0,147.0,149.0
613.0,28-01-2011,1.0,18.0,False,5.0,1.0,0.24,0.2273,0.75,0.194,2.0,107.0,109.0
614.0,28-01-2011,1.0,19.0,False,5.0,2.0,0.24,0.2424,0.75,0.1343,5.0,84.0,89.0
615.0,28-01-2011,1.0,20.0,False,5.0,2.0,0.24,0.2273,0.7,0.194,1.0,61.0,62.0
616.0,28-01-2011,1.0,21.0,False,5.0,2.0,0.22,0.2273,0.75,0.1343,1.0,57.0,58.0
617.0,28-01-2011,1.0,22.0,False,5.0,1.0,0.24,0.2121,0.65,0.3582,0.0,26.0,26.0
618.0,28-01-2011,1.0,23.0,False,5.0,1.0,0.24,0.2273,0.6,0.2239,1.0,22.0,23.0
619.0,29-01-2011,1.0,0.0,False,6.0,1.0,0.22,0.197,0.64,0.3582,2.0,26.0,28.0
620.0,29-01-2011,1.0,1.0,False,6.0,1.0,0.22,0.2273,0.64,0.194,0.0,20.0,20.0
621.0,29-01-2011,1.0,2.0,False,6.0,1.0,0.22,0.2273,0.64,0.1642,0.0,15.0,15.0
622.0,29-01-2011,1.0,3.0,False,6.0,1.0,0.2,0.2121,0.64,0.1343,3.0,5.0,8.0
623.0,29-01-2011,1.0,4.0,False,6.0,1.0,0.16,0.1818,0.69,0.1045,1.0,2.0,3.0
624.0,29-01-2011,1.0,6.0,False,6.0,1.0,0.16,0.1818,0.64,0.1343,0.0,2.0,2.0
625.0,29-01-2011,1.0,7.0,False,6.0,1.0,0.16,0.1818,0.59,0.1045,1.0,4.0,5.0
626.0,29-01-2011,1.0,8.0,False,6.0,1.0,0.18,0.197,0.55,0.1642,3.0,31.0,34.0
627.0,29-01-2011,1.0,9.0,False,6.0,1.0,0.18,0.2121,0.59,0.0896,0.0,34.0,34.0
628.0,29-01-2011,1.0,10.0,False,6.0,2.0,0.18,0.2121,0.64,0.1045,4.0,51.0,55.0
629.0,29-01-2011,1.0,11.0,False,6.0,2.0,0.18,0.197,0.64,0.1343,4.0,60.0,64.0
630.0,29-01-2011,1.0,12.0,False,6.0,2.0,0.2,0.197,0.59,0.194,12.0,66.0,78.0
631.0,29-01-2011,1.0,13.0,False,6.0,2.0,0.22,0.2273,0.55,0.1642,9.0,56.0,65.0
632.0,29-01-2011,1.0,14.0,False,6.0,2.0,0.22,0.2273,0.6,0.1343,10.0,89.0,99.0
633.0,29-01-2011,1.0,15.0,False,6.0,1.0,0.22,0.2121,0.69,0.2537,15.0,98.0,120.0
634.0,29-01-2011,1.0,16.0,False,6.0,1.0,0.24,0.2424,0.6,0.1642,15.0,88.0,107.0
635.0,29-01-2011,1.0,17.0,False,6.0,1.0,0.24,0.2879,0.6,0.0,9.0,82.0,91.0
636.0,29-01-2011,1.0,18.0,False,6.0,1.0,0.22,0.2273,0.69,0.1343,9.0,59.0,68.0
637.0,29-01-2011,1.0,19.0,False,6.0,2.0,0.22,0.2121,0.69,0.2537,6.0,52.0,58.0
638.0,29-01-2011,1.0,20.0,False,6.0,1.0,0.18,0.2121,0.74,0.0896,1.0,42.0,43.0
639.0,29-01-2011,1.0,21.0,False,6.0,1.0,0.18,0.2121,0.74,0.0896,1.0,35.0,36.0
640.0,29-01-2011,1.0,22.0,False,6.0,1.0,0.16,0.197,0.8,0.0896,4.0,28.0,32.0
641.0,29-01-2011,1.0,23.0,False,6.0,1.0,0.16,0.197,0.8,0.0896,3.0,30.0,33.0
642.0,30-01-2011,1.0,0.0,False,0.0,1.0,0.16,0.1818,0.8,0.1045,0.0,33.0,33.0
643.0,30-01-2011,1.0,1.0,False,0.0,1.0,0.14,0.2121,0.8,0.0,7.0,22.0,29.0
644.0,30-01-2011,1.0,2.0,False,0.0,1.0,0.16,0.2273,0.8,0.0,1.0,10.0,11.0
645.0,30-01-2011,1.0,3.0,False,0.0,1.0,0.14,0.2121,0.93,0.0,1.0,7.0,8.0
646.0,30-01-2011,1.0,4.0,False,0.0,1.0,0.14,0.2121,0.93,0.0,0.0,1.0,1.0
647.0,30-01-2011,1.0,5.0,False,0.0,1.0,0.14,0.2121,0.86,0.0,0.0,3.0,3.0
648.0,30-01-2011,1.0,7.0,False,0.0,1.0,0.14,0.2121,0.86,0.0,0.0,3.0,3.0
649.0,30-01-2011,1.0,8.0,False,0.0,2.0,0.14,0.2121,0.86,0.0,1.0,11.0,12.0
650.0,30-01-2011,1.0,9.0,False,0.0,2.0,0.16,0.2273,0.8,0.0,4.0,34.0,38.0
651.0,30-01-2011,1.0,10.0,False,0.0,2.0,0.18,0.2424,0.8,0.0,7.0,57.0,64.0
652.0,30-01-2011,1.0,11.0,False,0.0,1.0,0.22,0.2727,0.75,0.0,9.0,50.0,59.0
653.0,30-01-2011,1.0,12.0,False,0.0,1.0,0.3,0.3182,0.52,0.1045,10.0,87.0,97.0
654.0,30-01-2011,1.0,13.0,False,0.0,1.0,0.28,0.2879,0.61,0.1045,13.0,71.0,84.0
655.0,30-01-2011,1.0,14.0,False,0.0,1.0,0.28,0.303,0.61,0.0896,15.0,104.0,122.0
656.0,30-01-2011,1.0,15.0,False,0.0,1.0,0.3,0.3333,0.56,0.0,14.0,95.0,109.0
657.0,30-01-2011,1.0,16.0,False,0.0,1.0,0.3,0.3333,0.56,0.0,15.0,104.0,123.0
658.0,30-01-2011,1.0,17.0,False,0.0,1.0,0.3,0.2879,0.56,0.194,6.0,71.0,77.0
659.0,30-01-2011,1.0,18.0,False,0.0,1.0,0.26,0.2576,0.65,0.1642,8.0,57.0,65.0
660.0,30-01-2011,1.0,19.0,False,0.0,1.0,0.26,0.2576,0.65,0.194,9.0,46.0,55.0
661.0,30-01-2011,1.0,20.0,False,0.0,2.0,0.26,0.2727,0.65,0.1045,3.0,30.0,33.0
662.0,30-01-2011,1.0,21.0,False,0.0,2.0,0.24,0.2424,0.7,0.1642,3.0,25.0,28.0
663.0,30-01-2011,1.0,22.0,False,0.0,2.0,0.24,0.2273,0.7,0.194,2.0,19.0,21.0
664.0,30-01-2011,1.0,23.0,False,0.0,2.0,0.24,0.2121,0.65,0.2836,5.0,16.0,21.0
665.0,31-01-2011,1.0,0.0,False,1.0,2.0,0.24,0.2273,0.65,0.2239,1.0,6.0,7.0
666.0,31-01-2011,1.0,1.0,False,1.0,1.0,0.22,0.2121,0.64,0.2537,2.0,5.0,7.0
667.0,31-01-2011,1.0,2.0,False,1.0,1.0,0.22,0.2273,0.64,0.194,0.0,1.0,1.0
668.0,31-01-2011,1.0,3.0,False,1.0,1.0,0.22,0.2273,0.64,0.194,0.0,2.0,2.0
669.0,31-01-2011,1.0,4.0,False,1.0,1.0,0.2,0.197,0.59,0.2239,0.0,2.0,2.0
670.0,31-01-2011,1.0,5.0,False,1.0,1.0,0.18,0.1667,0.64,0.2836,0.0,8.0,8.0
671.0,31-01-2011,1.0,6.0,False,1.0,1.0,0.16,0.1364,0.69,0.3284,0.0,37.0,37.0
672.0,31-01-2011,1.0,7.0,False,1.0,2.0,0.16,0.1364,0.64,0.2836,1.0,71.0,72.0
673.0,31-01-2011,1.0,8.0,False,1.0,2.0,0.16,0.1364,0.59,0.2836,3.0,162.5,183.5
674.0,31-01-2011,1.0,9.0,False,1.0,2.0,0.16,0.1364,0.59,0.2985,0.0,112.0,112.0
675.0,31-01-2011,1.0,10.0,False,1.0,2.0,0.16,0.1515,0.59,0.194,1.0,68.0,69.0
676.0,31-01-2011,1.0,11.0,False,1.0,2.0,0.16,0.1515,0.59,0.194,2.0,46.0,48.0
677.0,31-01-2011,1.0,12.0,False,1.0,2.0,0.18,0.2121,0.55,0.1045,6.0,62.0,68.0
678.0,31-01-2011,1.0,13.0,False,1.0,2.0,0.16,0.2273,0.59,0.0,2.0,52.0,54.0
679.0,31-01-2011,1.0,14.0,False,1.0,2.0,0.18,0.197,0.55,0.1343,1.0,85.0,86.0
680.0,31-01-2011,1.0,15.0,False,1.0,2.0,0.16,0.1818,0.59,0.1343,3.0,41.0,44.0
681.0,31-01-2011,1.0,16.0,False,1.0,2.0,0.16,0.1818,0.56,0.194,3.0,83.0,86.0
682.0,31-01-2011,1.0,17.0,False,1.0,2.0,0.16,0.1515,0.59,0.194,6.0,155.0,161.0
683.0,31-01-2011,1.0,18.0,False,1.0,2.0,0.16,0.1515,0.55,0.2239,3.0,153.0,156.0
684.0,31-01-2011,1.0,19.0,False,1.0,1.0,0.3,0.3182,0.61,0.1045,3.0,108.0,111.0
685.0,31-01-2011,1.0,20.0,False,1.0,3.0,0.16,0.1667,0.59,0.1642,0.0,78.0,78.0
686.0,31-01-2011,1.0,21.0,False,1.0,3.0,0.16,0.197,0.59,0.0896,3.0,53.0,56.0
687.0,31-01-2011,1.0,22.0,False,1.0,2.0,0.16,0.1818,0.59,0.1045,0.0,34.0,34.0
688.0,31-01-2011,1.0,23.0,False,1.0,2.0,0.16,0.197,0.64,0.0896,2.0,15.0,17.0
689.0,01-02-2011,1.0,0.0,False,2.0,2.0,0.16,0.1818,0.64,0.1045,2.0,6.0,8.0
690.0,01-02-2011,1.0,1.0,False,2.0,2.0,0.16,0.1818,0.69,0.1045,0.0,3.0,3.0
691.0,01-02-2011,1.0,2.0,False,2.0,2.0,0.16,0.2273,0.69,0.0,0.0,2.0,2.0
692.0,01-02-2011,1.0,3.0,False,2.0,2.0,0.16,0.2273,0.69,0.0,0.0,2.0,2.0
693.0,01-02-2011,1.0,5.0,False,2.0,3.0,0.14,0.2121,0.93,0.0,0.0,3.0,3.0
694.0,01-02-2011,1.0,6.0,False,2.0,3.0,0.14,0.2121,0.93,0.0,0.0,22.0,22.0
695.0,01-02-2011,1.0,7.0,False,2.0,3.0,0.16,0.2273,0.93,0.0,0.0,52.0,52.0
696.0,01-02-2011,1.0,8.0,False,2.0,3.0,0.16,0.2273,0.93,0.0,3.0,132.0,135.0
697.0,01-02-2011,1.0,9.0,False,2.0,2.0,0.16,0.2273,0.93,0.0,2.0,114.0,116.0
698.0,01-02-2011,1.0,10.0,False,2.0,2.0,0.16,0.2273,0.93,0.0,0.0,47.0,47.0
699.0,01-02-2011,1.0,11.0,False,2.0,2.0,0.18,0.2424,0.86,0.0,2.0,49.0,51.0
700.0,01-02-2011,1.0,12.0,False,2.0,2.0,0.2,0.2576,0.86,0.0,2.0,53.0,55.0
701.0,01-02-2011,1.0,13.0,False,2.0,2.0,0.2,0.2576,0.86,0.0,3.0,49.0,52.0
702.0,01-02-2011,1.0,14.0,False,2.0,2.0,0.22,0.2576,0.8,0.0896,5.0,49.0,54.0
703.0,01-02-2011,1.0,15.0,False,2.0,2.0,0.24,0.2879,0.75,0.0,7.0,45.0,52.0
704.0,01-02-2011,1.0,16.0,False,2.0,2.0,0.24,0.2424,0.75,0.1343,3.0,61.0,64.0
705.0,01-02-2011,1.0,17.0,False,2.0,2.0,0.24,0.2879,0.75,0.0,4.0,162.5,176.0
706.0,01-02-2011,1.0,18.0,False,2.0,2.0,0.24,0.2576,0.81,0.1045,3.0,162.5,168.0
707.0,01-02-2011,1.0,19.0,False,2.0,2.0,0.24,0.2424,0.81,0.1343,3.0,105.0,108.0
708.0,01-02-2011,1.0,20.0,False,2.0,2.0,0.22,0.2273,0.87,0.1343,5.0,69.0,74.0
709.0,01-02-2011,1.0,21.0,False,2.0,2.0,0.22,0.2273,0.87,0.1343,0.0,64.0,64.0
